,ann_status,ann_type,chromosome_id,end,extra_index,extra_index_name,id,note,source,start,strand
23,start,cds,chr1,21,15,start,seq_119,,unit_test_region_chr1_plus_6_seed_17,9,plus
24,middle,cds,chr1,23,16,middle,seq_12,,unit_test_region_chr1_plus_6_seed_10,9,plus
25,middle,cds,chr1,12,8,middle,seq_120,,unit_test_region_chr1_plus_5_seed_18,4,plus
26,middle,cds,chr1,12,8,middle,seq_121,,unit_test_region_chr1_plus_5_seed_18,1,plus
27,middle,cds,chr1,14,8,middle,seq_122,,unit_test_region_chr1_plus_5_seed_18,2,plus
28,middle,cds,chr1,12,8,middle,seq_123,,unit_test_region_chr1_plus_5_seed_18,1,plus
29,middle,cds,chr1,14,8,middle,seq_124,,unit_test_region_chr1_plus_5_seed_18,2,plus
30,middle,cds,chr1,14,8,middle,seq_125,,unit_test_region_chr1_plus_5_seed_18,3,plus
31,middle,cds,chr1,15,8,middle,seq_126,,unit_test_region_chr1_plus_5_seed_19,2,plus
32,middle,cds,chr1,13,8,middle,seq_127,,unit_test_region_chr1_plus_5_seed_19,2,plus
33,middle,cds,chr1,15,8,middle,seq_128,,unit_test_region_chr1_plus_5_seed_19,2,plus
34,middle,cds,chr1,14,8,middle,seq_129,,unit_test_region_chr1_plus_5_seed_19,4,plus
35,middle,cds,chr1,21,16,middle,seq_13,,unit_test_region_chr1_plus_6_seed_10,9,plus
36,middle,cds,chr1,15,8,middle,seq_130,,unit_test_region_chr1_plus_5_seed_19,1,plus
37,middle,cds,chr1,12,8,middle,seq_131,,unit_test_region_chr1_plus_5_seed_19,4,plus
38,end,intergenic_region,chr1,33,29,end,seq_132,,unit_test_region_chr1_plus_1_seed_2,25,plus
39,end,intergenic_region,chr1,34,29,end,seq_133,,unit_test_region_chr1_plus_1_seed_2,22,plus
40,end,intergenic_region,chr1,33,29,end,seq_134,,unit_test_region_chr1_plus_1_seed_2,25,plus
41,end,intergenic_region,chr1,33,29,end,seq_135,,unit_test_region_chr1_plus_1_seed_2,23,plus
42,end,intergenic_region,chr1,36,29,end,seq_136,,unit_test_region_chr1_plus_1_seed_2,22,plus
43,end,intergenic_region,chr1,35,29,end,seq_137,,unit_test_region_chr1_plus_1_seed_2,24,plus
44,start,cds,chr1,21,15,start,seq_138,,unit_test_region_chr1_plus_6_seed_20,10,plus
45,start,cds,chr1,19,15,start,seq_139,,unit_test_region_chr1_plus_6_seed_20,9,plus
46,middle,cds,chr1,20,16,middle,seq_14,,unit_test_region_chr1_plus_6_seed_10,11,plus
47,start,cds,chr1,22,15,start,seq_140,,unit_test_region_chr1_plus_6_seed_20,8,plus
48,start,cds,chr1,19,15,start,seq_141,,unit_test_region_chr1_plus_6_seed_20,11,plus
49,start,cds,chr1,19,15,start,seq_142,,unit_test_region_chr1_plus_6_seed_20,9,plus
50,start,cds,chr1,19,15,start,seq_143,,unit_test_region_chr1_plus_6_seed_20,10,plus
51,middle,cds,chr1,15,8,middle,seq_144,,unit_test_region_chr1_plus_5_seed_21,2,plus
52,middle,cds,chr1,13,8,middle,seq_145,,unit_test_region_chr1_plus_5_seed_21,4,plus
53,middle,cds,chr1,14,8,middle,seq_146,,unit_test_region_chr1_plus_5_seed_21,2,plus
54,middle,cds,chr1,13,8,middle,seq_147,,unit_test_region_chr1_plus_5_seed_21,3,plus
55,middle,cds,chr1,14,8,middle,seq_148,,unit_test_region_chr1_plus_5_seed_21,1,plus
56,middle,cds,chr1,14,8,middle,seq_149,,unit_test_region_chr1_plus_5_seed_21,3,plus
57,middle,cds,chr1,20,16,middle,seq_15,,unit_test_region_chr1_plus_6_seed_10,9,plus
58,middle,cds,chr1,20,16,middle,seq_150,,unit_test_region_chr1_plus_6_seed_22,10,plus
59,middle,cds,chr1,23,16,middle,seq_151,,unit_test_region_chr1_plus_6_seed_22,12,plus
60,middle,cds,chr1,20,16,middle,seq_152,,unit_test_region_chr1_plus_6_seed_22,12,plus
61,middle,cds,chr1,21,16,middle,seq_153,,unit_test_region_chr1_plus_6_seed_22,12,plus
62,middle,cds,chr1,22,16,middle,seq_154,,unit_test_region_chr1_plus_6_seed_22,12,plus
63,middle,cds,chr1,21,16,middle,seq_155,,unit_test_region_chr1_plus_6_seed_22,12,plus
64,end,cds,chr1,23,17,end,seq_156,,unit_test_region_chr1_plus_6_seed_23,13,plus
65,end,cds,chr1,21,17,end,seq_157,,unit_test_region_chr1_plus_6_seed_23,12,plus
66,end,cds,chr1,21,17,end,seq_158,,unit_test_region_chr1_plus_6_seed_23,12,plus
67,end,cds,chr1,24,17,end,seq_159,,unit_test_region_chr1_plus_6_seed_23,12,plus
68,middle,cds,chr1,23,16,middle,seq_16,,unit_test_region_chr1_plus_6_seed_10,9,plus
69,end,cds,chr1,24,17,end,seq_160,,unit_test_region_chr1_plus_6_seed_23,10,plus
70,end,cds,chr1,22,17,end,seq_161,,unit_test_region_chr1_plus_6_seed_23,12,plus
71,start,cds,chr1,20,15,start,seq_162,,unit_test_region_chr1_plus_6_seed_24,11,plus
72,start,cds,chr1,22,15,start,seq_163,,unit_test_region_chr1_plus_6_seed_24,8,plus
73,start,cds,chr1,21,15,start,seq_164,,unit_test_region_chr1_plus_6_seed_24,9,plus
74,start,cds,chr1,21,15,start,seq_165,,unit_test_region_chr1_plus_6_seed_24,9,plus
75,start,cds,chr1,19,15,start,seq_166,,unit_test_region_chr1_plus_6_seed_24,9,plus
76,start,cds,chr1,22,15,start,seq_167,,unit_test_region_chr1_plus_6_seed_24,11,plus
77,middle,cds,chr1,20,16,middle,seq_168,,unit_test_region_chr1_plus_6_seed_25,9,plus
78,middle,cds,chr1,22,16,middle,seq_169,,unit_test_region_chr1_plus_6_seed_25,10,plus
79,middle,cds,chr1,23,16,middle,seq_17,,unit_test_region_chr1_plus_6_seed_10,10,plus
80,middle,cds,chr1,23,16,middle,seq_170,,unit_test_region_chr1_plus_6_seed_25,11,plus
81,middle,cds,chr1,23,16,middle,seq_171,,unit_test_region_chr1_plus_6_seed_25,12,plus
82,middle,cds,chr1,20,16,middle,seq_172,,unit_test_region_chr1_plus_6_seed_25,10,plus
83,middle,cds,chr1,20,16,middle,seq_173,,unit_test_region_chr1_plus_6_seed_25,11,plus
84,start,cds,chr1,20,15,start,seq_174,,unit_test_region_chr1_plus_6_seed_26,11,plus
85,start,cds,chr1,21,15,start,seq_175,,unit_test_region_chr1_plus_6_seed_26,8,plus
86,start,cds,chr1,22,15,start,seq_176,,unit_test_region_chr1_plus_6_seed_26,8,plus
87,start,cds,chr1,20,15,start,seq_177,,unit_test_region_chr1_plus_6_seed_26,9,plus
88,start,cds,chr1,19,15,start,seq_178,,unit_test_region_chr1_plus_6_seed_26,11,plus
89,start,cds,chr1,21,15,start,seq_179,,unit_test_region_chr1_plus_6_seed_26,11,plus
90,middle,cds,chr1,20,16,middle,seq_18,,unit_test_region_chr1_plus_6_seed_100,10,plus
91,start,cds,chr1,22,15,start,seq_180,,unit_test_region_chr1_plus_6_seed_27,8,plus
92,start,cds,chr1,21,15,start,seq_181,,unit_test_region_chr1_plus_6_seed_27,11,plus
93,start,cds,chr1,22,15,start,seq_182,,unit_test_region_chr1_plus_6_seed_27,10,plus
94,start,cds,chr1,21,15,start,seq_183,,unit_test_region_chr1_plus_6_seed_27,10,plus
95,start,cds,chr1,19,15,start,seq_184,,unit_test_region_chr1_plus_6_seed_27,11,plus
96,start,cds,chr1,22,15,start,seq_185,,unit_test_region_chr1_plus_6_seed_27,11,plus
97,start,cds,chr1,11,7,start,seq_186,,unit_test_region_chr1_plus_5_seed_28,3,plus
98,start,cds,chr1,11,7,start,seq_187,,unit_test_region_chr1_plus_5_seed_28,0,plus
99,start,cds,chr1,12,7,start,seq_188,,unit_test_region_chr1_plus_5_seed_28,0,plus
100,start,cds,chr1,11,7,start,seq_189,,unit_test_region_chr1_plus_5_seed_28,0,plus
101,middle,cds,chr1,23,16,middle,seq_19,,unit_test_region_chr1_plus_6_seed_100,10,plus
102,start,cds,chr1,13,7,start,seq_190,,unit_test_region_chr1_plus_5_seed_28,1,plus
103,start,cds,chr1,12,7,start,seq_191,,unit_test_region_chr1_plus_5_seed_28,3,plus
104,middle,cds,chr1,13,8,middle,seq_192,,unit_test_region_chr1_plus_5_seed_29,3,plus
105,middle,cds,chr1,15,8,middle,seq_193,,unit_test_region_chr1_plus_5_seed_29,3,plus
106,middle,cds,chr1,14,8,middle,seq_194,,unit_test_region_chr1_plus_5_seed_29,3,plus
107,middle,cds,chr1,15,8,middle,seq_195,,unit_test_region_chr1_plus_5_seed_29,4,plus
108,middle,cds,chr1,15,8,middle,seq_196,,unit_test_region_chr1_plus_5_seed_29,1,plus
109,middle,cds,chr1,12,8,middle,seq_197,,unit_test_region_chr1_plus_5_seed_29,1,plus
110,end,intergenic_region,chr1,34,29,end,seq_198,,unit_test_region_chr1_plus_1_seed_3,23,plus
111,end,intergenic_region,chr1,33,29,end,seq_199,,unit_test_region_chr1_plus_1_seed_3,23,plus
112,start,intergenic_region,chr1,27,20,start,seq_2,,unit_test_region_chr1_plus_1_seed_0,14,plus
113,middle,cds,chr1,23,16,middle,seq_20,,unit_test_region_chr1_plus_6_seed_100,10,plus
114,end,intergenic_region,chr1,33,29,end,seq_200,,unit_test_region_chr1_plus_1_seed_3,25,plus
115,end,intergenic_region,chr1,35,29,end,seq_201,,unit_test_region_chr1_plus_1_seed_3,23,plus
116,end,intergenic_region,chr1,36,29,end,seq_202,,unit_test_region_chr1_plus_1_seed_3,23,plus
117,end,intergenic_region,chr1,35,29,end,seq_203,,unit_test_region_chr1_plus_1_seed_3,23,plus
118,start,cds,chr1,12,7,start,seq_204,,unit_test_region_chr1_plus_5_seed_30,2,plus
119,start,cds,chr1,11,7,start,seq_205,,unit_test_region_chr1_plus_5_seed_30,0,plus
120,start,cds,chr1,11,7,start,seq_206,,unit_test_region_chr1_plus_5_seed_30,0,plus
121,start,cds,chr1,13,7,start,seq_207,,unit_test_region_chr1_plus_5_seed_30,0,plus
122,start,cds,chr1,11,7,start,seq_208,,unit_test_region_chr1_plus_5_seed_30,3,plus
123,start,cds,chr1,14,7,start,seq_209,,unit_test_region_chr1_plus_5_seed_30,2,plus
124,middle,cds,chr1,20,16,middle,seq_21,,unit_test_region_chr1_plus_6_seed_100,11,plus
125,start,cds,chr1,20,15,start,seq_210,,unit_test_region_chr1_plus_6_seed_31,11,plus
126,start,cds,chr1,19,15,start,seq_211,,unit_test_region_chr1_plus_6_seed_31,9,plus
127,start,cds,chr1,19,15,start,seq_212,,unit_test_region_chr1_plus_6_seed_31,10,plus
128,start,cds,chr1,19,15,start,seq_213,,unit_test_region_chr1_plus_6_seed_31,10,plus
129,start,cds,chr1,20,15,start,seq_214,,unit_test_region_chr1_plus_6_seed_31,11,plus
130,start,cds,chr1,19,15,start,seq_215,,unit_test_region_chr1_plus_6_seed_31,8,plus
131,start,cds,chr1,19,15,start,seq_216,,unit_test_region_chr1_plus_6_seed_32,9,plus
132,start,cds,chr1,21,15,start,seq_217,,unit_test_region_chr1_plus_6_seed_32,9,plus
133,start,cds,chr1,19,15,start,seq_218,,unit_test_region_chr1_plus_6_seed_32,8,plus
134,start,cds,chr1,21,15,start,seq_219,,unit_test_region_chr1_plus_6_seed_32,11,plus
135,middle,cds,chr1,22,16,middle,seq_22,,unit_test_region_chr1_plus_6_seed_100,12,plus
136,start,cds,chr1,19,15,start,seq_220,,unit_test_region_chr1_plus_6_seed_32,9,plus
137,start,cds,chr1,22,15,start,seq_221,,unit_test_region_chr1_plus_6_seed_32,9,plus
138,middle,cds,chr1,13,8,middle,seq_222,,unit_test_region_chr1_plus_5_seed_33,3,plus
139,middle,cds,chr1,14,8,middle,seq_223,,unit_test_region_chr1_plus_5_seed_33,2,plus
140,middle,cds,chr1,14,8,middle,seq_224,,unit_test_region_chr1_plus_5_seed_33,1,plus
141,middle,cds,chr1,14,8,middle,seq_225,,unit_test_region_chr1_plus_5_seed_33,4,plus
142,middle,cds,chr1,13,8,middle,seq_226,,unit_test_region_chr1_plus_5_seed_33,4,plus
143,middle,cds,chr1,14,8,middle,seq_227,,unit_test_region_chr1_plus_5_seed_33,1,plus
144,middle,cds,chr1,14,8,middle,seq_228,,unit_test_region_chr1_plus_5_seed_34,1,plus
145,middle,cds,chr1,13,8,middle,seq_229,,unit_test_region_chr1_plus_5_seed_34,4,plus
146,middle,cds,chr1,22,16,middle,seq_23,,unit_test_region_chr1_plus_6_seed_100,12,plus
147,middle,cds,chr1,14,8,middle,seq_230,,unit_test_region_chr1_plus_5_seed_34,1,plus
148,middle,cds,chr1,13,8,middle,seq_231,,unit_test_region_chr1_plus_5_seed_34,3,plus
149,middle,cds,chr1,13,8,middle,seq_232,,unit_test_region_chr1_plus_5_seed_34,4,plus
150,middle,cds,chr1,12,8,middle,seq_233,,unit_test_region_chr1_plus_5_seed_34,2,plus
151,middle,cds,chr1,13,8,middle,seq_234,,unit_test_region_chr1_plus_5_seed_35,1,plus
152,middle,cds,chr1,13,8,middle,seq_235,,unit_test_region_chr1_plus_5_seed_35,4,plus
153,middle,cds,chr1,13,8,middle,seq_236,,unit_test_region_chr1_plus_5_seed_35,3,plus
154,middle,cds,chr1,12,8,middle,seq_237,,unit_test_region_chr1_plus_5_seed_35,2,plus
155,middle,cds,chr1,13,8,middle,seq_238,,unit_test_region_chr1_plus_5_seed_35,2,plus
156,middle,cds,chr1,15,8,middle,seq_239,,unit_test_region_chr1_plus_5_seed_35,1,plus
157,middle,cds,chr1,23,16,middle,seq_24,,unit_test_region_chr1_plus_6_seed_101,11,plus
158,start,cds,chr1,22,15,start,seq_240,,unit_test_region_chr1_plus_6_seed_36,10,plus
159,start,cds,chr1,20,15,start,seq_241,,unit_test_region_chr1_plus_6_seed_36,10,plus
160,start,cds,chr1,19,15,start,seq_242,,unit_test_region_chr1_plus_6_seed_36,8,plus
161,start,cds,chr1,22,15,start,seq_243,,unit_test_region_chr1_plus_6_seed_36,8,plus
162,start,cds,chr1,21,15,start,seq_244,,unit_test_region_chr1_plus_6_seed_36,10,plus
163,start,cds,chr1,20,15,start,seq_245,,unit_test_region_chr1_plus_6_seed_36,11,plus
164,middle,cds,chr1,22,16,middle,seq_246,,unit_test_region_chr1_plus_6_seed_37,11,plus
165,middle,cds,chr1,20,16,middle,seq_247,,unit_test_region_chr1_plus_6_seed_37,10,plus
166,middle,cds,chr1,21,16,middle,seq_248,,unit_test_region_chr1_plus_6_seed_37,9,plus
167,middle,cds,chr1,21,16,middle,seq_249,,unit_test_region_chr1_plus_6_seed_37,9,plus
168,middle,cds,chr1,23,16,middle,seq_25,,unit_test_region_chr1_plus_6_seed_101,10,plus
169,middle,cds,chr1,20,16,middle,seq_250,,unit_test_region_chr1_plus_6_seed_37,12,plus
170,middle,cds,chr1,20,16,middle,seq_251,,unit_test_region_chr1_plus_6_seed_37,10,plus
171,start,cds,chr1,13,7,start,seq_252,,unit_test_region_chr1_plus_5_seed_38,0,plus
172,start,cds,chr1,11,7,start,seq_253,,unit_test_region_chr1_plus_5_seed_38,3,plus
173,start,cds,chr1,13,7,start,seq_254,,unit_test_region_chr1_plus_5_seed_38,2,plus
174,start,cds,chr1,14,7,start,seq_255,,unit_test_region_chr1_plus_5_seed_38,2,plus
175,start,cds,chr1,12,7,start,seq_256,,unit_test_region_chr1_plus_5_seed_38,1,plus
176,start,cds,chr1,13,7,start,seq_257,,unit_test_region_chr1_plus_5_seed_38,1,plus
177,end,cds,chr1,14,10,end,seq_258,,unit_test_region_chr1_plus_5_seed_39,6,plus
178,end,cds,chr1,14,10,end,seq_259,,unit_test_region_chr1_plus_5_seed_39,3,plus
179,middle,cds,chr1,22,16,middle,seq_26,,unit_test_region_chr1_plus_6_seed_101,9,plus
180,end,cds,chr1,17,10,end,seq_260,,unit_test_region_chr1_plus_5_seed_39,6,plus
181,end,cds,chr1,16,10,end,seq_261,,unit_test_region_chr1_plus_5_seed_39,5,plus
182,end,cds,chr1,14,10,end,seq_262,,unit_test_region_chr1_plus_5_seed_39,5,plus
183,end,cds,chr1,17,10,end,seq_263,,unit_test_region_chr1_plus_5_seed_39,3,plus
184,start,intergenic_region,chr1,25,20,start,seq_264,,unit_test_region_chr1_plus_1_seed_4,16,plus
185,start,intergenic_region,chr1,26,20,start,seq_265,,unit_test_region_chr1_plus_1_seed_4,13,plus
186,start,intergenic_region,chr1,24,20,start,seq_266,,unit_test_region_chr1_plus_1_seed_4,13,plus
187,start,intergenic_region,chr1,24,20,start,seq_267,,unit_test_region_chr1_plus_1_seed_4,13,plus
188,start,intergenic_region,chr1,26,20,start,seq_268,,unit_test_region_chr1_plus_1_seed_4,15,plus
189,start,intergenic_region,chr1,24,20,start,seq_269,,unit_test_region_chr1_plus_1_seed_4,13,plus
190,middle,cds,chr1,20,16,middle,seq_27,,unit_test_region_chr1_plus_6_seed_101,11,plus
191,start,cds,chr1,19,15,start,seq_270,,unit_test_region_chr1_plus_6_seed_40,8,plus
192,start,cds,chr1,20,15,start,seq_271,,unit_test_region_chr1_plus_6_seed_40,9,plus
193,start,cds,chr1,22,15,start,seq_272,,unit_test_region_chr1_plus_6_seed_40,10,plus
194,start,cds,chr1,19,15,start,seq_273,,unit_test_region_chr1_plus_6_seed_40,8,plus
195,start,cds,chr1,19,15,start,seq_274,,unit_test_region_chr1_plus_6_seed_40,11,plus
196,start,cds,chr1,19,15,start,seq_275,,unit_test_region_chr1_plus_6_seed_40,10,plus
197,middle,cds,chr1,15,8,middle,seq_276,,unit_test_region_chr1_plus_5_seed_41,3,plus
198,middle,cds,chr1,14,8,middle,seq_277,,unit_test_region_chr1_plus_5_seed_41,4,plus
199,middle,cds,chr1,13,8,middle,seq_278,,unit_test_region_chr1_plus_5_seed_41,4,plus
200,middle,cds,chr1,15,8,middle,seq_279,,unit_test_region_chr1_plus_5_seed_41,3,plus
201,middle,cds,chr1,23,16,middle,seq_28,,unit_test_region_chr1_plus_6_seed_101,12,plus
202,middle,cds,chr1,15,8,middle,seq_280,,unit_test_region_chr1_plus_5_seed_41,2,plus
203,middle,cds,chr1,13,8,middle,seq_281,,unit_test_region_chr1_plus_5_seed_41,4,plus
204,middle,cds,chr1,22,16,middle,seq_282,,unit_test_region_chr1_plus_6_seed_42,9,plus
205,middle,cds,chr1,21,16,middle,seq_283,,unit_test_region_chr1_plus_6_seed_42,12,plus
206,middle,cds,chr1,21,16,middle,seq_284,,unit_test_region_chr1_plus_6_seed_42,9,plus
207,middle,cds,chr1,23,16,middle,seq_285,,unit_test_region_chr1_plus_6_seed_42,12,plus
208,middle,cds,chr1,22,16,middle,seq_286,,unit_test_region_chr1_plus_6_seed_42,9,plus
209,middle,cds,chr1,22,16,middle,seq_287,,unit_test_region_chr1_plus_6_seed_42,11,plus
210,end,cds,chr1,17,10,end,seq_288,,unit_test_region_chr1_plus_5_seed_43,6,plus
211,end,cds,chr1,17,10,end,seq_289,,unit_test_region_chr1_plus_5_seed_43,5,plus
212,middle,cds,chr1,23,16,middle,seq_29,,unit_test_region_chr1_plus_6_seed_101,10,plus
213,end,cds,chr1,14,10,end,seq_290,,unit_test_region_chr1_plus_5_seed_43,4,plus
214,end,cds,chr1,17,10,end,seq_291,,unit_test_region_chr1_plus_5_seed_43,6,plus
215,end,cds,chr1,15,10,end,seq_292,,unit_test_region_chr1_plus_5_seed_43,6,plus
216,end,cds,chr1,17,10,end,seq_293,,unit_test_region_chr1_plus_5_seed_43,4,plus
217,end,cds,chr1,15,10,end,seq_294,,unit_test_region_chr1_plus_5_seed_44,5,plus
218,end,cds,chr1,17,10,end,seq_295,,unit_test_region_chr1_plus_5_seed_44,4,plus
219,end,cds,chr1,16,10,end,seq_296,,unit_test_region_chr1_plus_5_seed_44,6,plus
220,end,cds,chr1,15,10,end,seq_297,,unit_test_region_chr1_plus_5_seed_44,5,plus
221,end,cds,chr1,16,10,end,seq_298,,unit_test_region_chr1_plus_5_seed_44,6,plus
222,end,cds,chr1,16,10,end,seq_299,,unit_test_region_chr1_plus_5_seed_44,6,plus
223,start,intergenic_region,chr1,27,20,start,seq_3,,unit_test_region_chr1_plus_1_seed_0,13,plus
224,start,cds,chr1,11,7,start,seq_30,,unit_test_region_chr1_plus_5_seed_102,0,plus
225,end,cds,chr1,24,17,end,seq_300,,unit_test_region_chr1_plus_6_seed_45,13,plus
226,end,cds,chr1,21,17,end,seq_301,,unit_test_region_chr1_plus_6_seed_45,11,plus
227,end,cds,chr1,23,17,end,seq_302,,unit_test_region_chr1_plus_6_seed_45,11,plus
228,end,cds,chr1,23,17,end,seq_303,,unit_test_region_chr1_plus_6_seed_45,10,plus
229,end,cds,chr1,24,17,end,seq_304,,unit_test_region_chr1_plus_6_seed_45,13,plus
230,end,cds,chr1,21,17,end,seq_305,,unit_test_region_chr1_plus_6_seed_45,10,plus
231,end,cds,chr1,23,17,end,seq_306,,unit_test_region_chr1_plus_6_seed_46,11,plus
232,end,cds,chr1,21,17,end,seq_307,,unit_test_region_chr1_plus_6_seed_46,13,plus
233,end,cds,chr1,21,17,end,seq_308,,unit_test_region_chr1_plus_6_seed_46,11,plus
234,end,cds,chr1,24,17,end,seq_309,,unit_test_region_chr1_plus_6_seed_46,10,plus
235,start,cds,chr1,12,7,start,seq_31,,unit_test_region_chr1_plus_5_seed_102,2,plus
236,end,cds,chr1,22,17,end,seq_310,,unit_test_region_chr1_plus_6_seed_46,10,plus
237,end,cds,chr1,24,17,end,seq_311,,unit_test_region_chr1_plus_6_seed_46,10,plus
238,end,cds,chr1,22,17,end,seq_312,,unit_test_region_chr1_plus_6_seed_47,10,plus
239,end,cds,chr1,23,17,end,seq_313,,unit_test_region_chr1_plus_6_seed_47,13,plus
240,end,cds,chr1,24,17,end,seq_314,,unit_test_region_chr1_plus_6_seed_47,10,plus
241,end,cds,chr1,21,17,end,seq_315,,unit_test_region_chr1_plus_6_seed_47,12,plus
242,end,cds,chr1,22,17,end,seq_316,,unit_test_region_chr1_plus_6_seed_47,10,plus
243,end,cds,chr1,21,17,end,seq_317,,unit_test_region_chr1_plus_6_seed_47,11,plus
244,start,cds,chr1,21,15,start,seq_318,,unit_test_region_chr1_plus_6_seed_48,10,plus
245,start,cds,chr1,22,15,start,seq_319,,unit_test_region_chr1_plus_6_seed_48,9,plus
246,start,cds,chr1,11,7,start,seq_32,,unit_test_region_chr1_plus_5_seed_102,2,plus
247,start,cds,chr1,21,15,start,seq_320,,unit_test_region_chr1_plus_6_seed_48,9,plus
248,start,cds,chr1,19,15,start,seq_321,,unit_test_region_chr1_plus_6_seed_48,8,plus
249,start,cds,chr1,20,15,start,seq_322,,unit_test_region_chr1_plus_6_seed_48,10,plus
250,start,cds,chr1,21,15,start,seq_323,,unit_test_region_chr1_plus_6_seed_48,9,plus
251,end,cds,chr1,22,17,end,seq_324,,unit_test_region_chr1_plus_6_seed_49,13,plus
252,end,cds,chr1,23,17,end,seq_325,,unit_test_region_chr1_plus_6_seed_49,11,plus
253,end,cds,chr1,22,17,end,seq_326,,unit_test_region_chr1_plus_6_seed_49,10,plus
254,end,cds,chr1,21,17,end,seq_327,,unit_test_region_chr1_plus_6_seed_49,13,plus
255,end,cds,chr1,22,17,end,seq_328,,unit_test_region_chr1_plus_6_seed_49,10,plus
256,end,cds,chr1,24,17,end,seq_329,,unit_test_region_chr1_plus_6_seed_49,10,plus
257,start,cds,chr1,13,7,start,seq_33,,unit_test_region_chr1_plus_5_seed_102,3,plus
258,middle,intergenic_region,chr1,29,24,middle,seq_330,,unit_test_region_chr1_plus_1_seed_5,18,plus
259,middle,intergenic_region,chr1,28,24,middle,seq_331,,unit_test_region_chr1_plus_1_seed_5,18,plus
260,middle,intergenic_region,chr1,29,24,middle,seq_332,,unit_test_region_chr1_plus_1_seed_5,19,plus
261,middle,intergenic_region,chr1,30,24,middle,seq_333,,unit_test_region_chr1_plus_1_seed_5,17,plus
262,middle,intergenic_region,chr1,30,24,middle,seq_334,,unit_test_region_chr1_plus_1_seed_5,18,plus
263,middle,intergenic_region,chr1,30,24,middle,seq_335,,unit_test_region_chr1_plus_1_seed_5,17,plus
264,start,cds,chr1,22,15,start,seq_336,,unit_test_region_chr1_plus_6_seed_50,9,plus
265,start,cds,chr1,19,15,start,seq_337,,unit_test_region_chr1_plus_6_seed_50,8,plus
266,start,cds,chr1,20,15,start,seq_338,,unit_test_region_chr1_plus_6_seed_50,10,plus
267,start,cds,chr1,20,15,start,seq_339,,unit_test_region_chr1_plus_6_seed_50,10,plus
268,start,cds,chr1,13,7,start,seq_34,,unit_test_region_chr1_plus_5_seed_102,3,plus
269,start,cds,chr1,22,15,start,seq_340,,unit_test_region_chr1_plus_6_seed_50,9,plus
270,start,cds,chr1,20,15,start,seq_341,,unit_test_region_chr1_plus_6_seed_50,11,plus
271,end,cds,chr1,21,17,end,seq_342,,unit_test_region_chr1_plus_6_seed_51,10,plus
272,end,cds,chr1,24,17,end,seq_343,,unit_test_region_chr1_plus_6_seed_51,10,plus
273,end,cds,chr1,22,17,end,seq_344,,unit_test_region_chr1_plus_6_seed_51,13,plus
274,end,cds,chr1,23,17,end,seq_345,,unit_test_region_chr1_plus_6_seed_51,11,plus
275,end,cds,chr1,21,17,end,seq_346,,unit_test_region_chr1_plus_6_seed_51,12,plus
276,end,cds,chr1,22,17,end,seq_347,,unit_test_region_chr1_plus_6_seed_51,11,plus
