,ann_status,ann_type,chromosome_id,end,extra_index,extra_index_name,id,note,source,start,strand
63,middle,cds,chr1,10,8,middle,seed_57,,unit_test_region_chr1_plus5,7,plus
64,start,cds,chr1,10,7,start,seed_58,,unit_test_region_chr1_plus5,7,plus
65,middle,cds,chr1,17,16,middle,seed_59,,unit_test_region_chr1_plus6,15,plus
66,start,cds,chr1,10,7,start,seed_6,,unit_test_region_chr1_plus5,7,plus
67,end,cds,chr1,17,17,end,seed_60,,unit_test_region_chr1_plus6,15,plus
68,middle,cds,chr1,17,16,middle,seed_61,,unit_test_region_chr1_plus6,15,plus
69,middle,cds,chr1,17,16,middle,seed_62,,unit_test_region_chr1_plus6,15,plus
70,middle,cds,chr1,17,16,middle,seed_63,,unit_test_region_chr1_plus6,15,plus
71,end,cds,chr1,10,10,end,seed_64,,unit_test_region_chr1_plus5,7,plus
72,start,cds,chr1,10,7,start,seed_65,,unit_test_region_chr1_plus5,7,plus
73,start,cds,chr1,10,7,start,seed_66,,unit_test_region_chr1_plus5,7,plus
74,middle,cds,chr1,10,8,middle,seed_67,,unit_test_region_chr1_plus5,7,plus
75,end,cds,chr1,17,17,end,seed_68,,unit_test_region_chr1_plus6,15,plus
76,end,cds,chr1,17,17,end,seed_69,,unit_test_region_chr1_plus6,15,plus
77,end,cds,chr1,10,10,end,seed_7,,unit_test_region_chr1_plus5,7,plus
78,start,cds,chr1,10,7,start,seed_70,,unit_test_region_chr1_plus5,7,plus
79,start,cds,chr1,17,15,start,seed_71,,unit_test_region_chr1_plus6,15,plus
80,end,cds,chr1,17,17,end,seed_72,,unit_test_region_chr1_plus6,15,plus
81,end,cds,chr1,10,10,end,seed_73,,unit_test_region_chr1_plus5,7,plus
82,start,cds,chr1,10,7,start,seed_74,,unit_test_region_chr1_plus5,7,plus
83,end,cds,chr1,17,17,end,seed_75,,unit_test_region_chr1_plus6,15,plus
84,middle,cds,chr1,10,8,middle,seed_76,,unit_test_region_chr1_plus5,7,plus
85,start,cds,chr1,10,7,start,seed_77,,unit_test_region_chr1_plus5,7,plus
86,middle,cds,chr1,17,16,middle,seed_78,,unit_test_region_chr1_plus6,15,plus
87,middle,cds,chr1,17,16,middle,seed_79,,unit_test_region_chr1_plus6,15,plus
88,middle,cds,chr1,17,16,middle,seed_8,,unit_test_region_chr1_plus6,15,plus
89,end,cds,chr1,17,17,end,seed_80,,unit_test_region_chr1_plus6,15,plus
90,end,cds,chr1,10,10,end,seed_81,,unit_test_region_chr1_plus5,7,plus
91,end,cds,chr1,10,10,end,seed_82,,unit_test_region_chr1_plus5,7,plus
92,start,cds,chr1,10,7,start,seed_83,,unit_test_region_chr1_plus5,7,plus
93,start,cds,chr1,10,7,start,seed_84,,unit_test_region_chr1_plus5,7,plus
94,end,cds,chr1,10,10,end,seed_85,,unit_test_region_chr1_plus5,7,plus
95,start,cds,chr1,17,15,start,seed_86,,unit_test_region_chr1_plus6,15,plus
96,end,cds,chr1,10,10,end,seed_87,,unit_test_region_chr1_plus5,7,plus
97,start,cds,chr1,17,15,start,seed_88,,unit_test_region_chr1_plus6,15,plus
98,start,cds,chr1,17,15,start,seed_89,,unit_test_region_chr1_plus6,15,plus
99,middle,cds,chr1,10,8,middle,seed_9,,unit_test_region_chr1_plus5,7,plus
100,start,cds,chr1,17,15,start,seed_90,,unit_test_region_chr1_plus6,15,plus
101,end,cds,chr1,10,10,end,seed_91,,unit_test_region_chr1_plus5,7,plus
102,start,cds,chr1,10,7,start,seed_92,,unit_test_region_chr1_plus5,7,plus
103,start,cds,chr1,17,15,start,seed_93,,unit_test_region_chr1_plus6,15,plus
104,end,cds,chr1,10,10,end,seed_94,,unit_test_region_chr1_plus5,7,plus
105,middle,cds,chr1,10,8,middle,seed_95,,unit_test_region_chr1_plus5,7,plus
106,middle,cds,chr1,10,8,middle,seed_96,,unit_test_region_chr1_plus5,7,plus
107,end,cds,chr1,10,10,end,seed_97,,unit_test_region_chr1_plus5,7,plus
108,start,cds,chr1,10,7,start,seed_98,,unit_test_region_chr1_plus5,7,plus
109,middle,cds,chr1,17,16,middle,seed_99,,unit_test_region_chr1_plus6,15,plus
